0.0,-0.0379
0.0025,-0.0089
0.005,-0.0331
0.0075,-0.0234
0.01,0.0225
0.0125,-0.0331
0.015,-0.0621
0.0175,-0.0717
0.02,-0.021
0.0225,-0.0476
0.025,-0.0113
0.0275,0.0225
0.03,-0.0427
0.0325,-0.0572
0.035,-0.0065
0.0375,-0.0161
0.04,-0.0282
0.0425,0.0225
0.045,0.0056
0.0475,-0.0137
0.05,-0.0161
0.0525,-0.0016
0.055,-0.0331
0.0575,0.0153
0.06,0.0371
0.0625,-0.0186
0.065,-0.0379
0.0675,-0.0137
0.07,0.0225
0.0725,-0.0186
0.075,-0.0113
0.0775,0.0105
0.08,-0.0113
0.0825,-0.0016
0.085,0.0298
0.0875,-0.0137
0.09,0.0056
0.0925,0.0346
0.095,0.0225
0.0975,-0.004
0.1,-0.0258
0.1025,0.0419
0.105,0.0056
0.1075,0.0516
0.11,0.0661
0.1125,0.0129
0.115,0.008
0.1175,-0.0137
0.12,0.0443
0.1225,0.0153
0.125,0.0443
0.1275,0.083
0.13,0.0008
0.1325,-0.0113
0.135,0.0274
0.1375,0.0371
0.14,0.0298
0.1425,0.0588
0.145,0.0105
0.1475,-0.0113
0.15,0.0056
0.1525,0.0129
0.155,-0.0137
0.1575,0.0322
0.16,0.0346
0.1625,0.0129
0.165,-0.0379
0.1675,-0.0161
0.17,-0.0282
0.1725,-0.0621
0.175,-0.0161
0.1775,-0.0403
0.18,-0.0717
0.1825,-0.0814
0.185,-0.0476
0.1875,-0.0717
0.19,-0.1032
0.1925,-0.0669
0.195,-0.079
0.1975,-0.1177
0.2,-0.108
0.2025,-0.0814
0.205,-0.1249
0.2075,-0.137
0.21,-0.0959
0.2125,-0.1274
0.215,-0.1757
0.2175,-0.1153
0.22,-0.1443
0.2225,-0.1806
0.225,-0.1564
0.2275,-0.1612
0.23,-0.1806
0.2325,-0.1999
0.235,-0.1443
0.2375,-0.1878
0.24,-0.1926
0.2425,-0.1443
0.245,-0.154
0.2475,-0.2144
0.25,-0.1781
0.2525,-0.1757
0.255,-0.2217
0.2575,-0.1612
0.26,-0.1564
0.2625,-0.1951
0.265,-0.2192
0.2675,-0.183
0.27,-0.1951
0.2725,-0.212
0.275,-0.1177
0.2775,-0.1781
0.28,-0.2047
0.2825,-0.2071
0.285,-0.1806
0.2875,-0.1757
0.29,-0.1781
0.2925,-0.1322
0.295,-0.1612
0.2975,-0.1975
0.3,-0.1636
0.3025,-0.1515
0.305,-0.1902
0.3075,-0.1419
0.31,-0.137
0.3125,-0.183
0.315,-0.1926
0.3175,-0.154
0.32,-0.1685
0.3225,-0.1636
0.325,-0.1467
0.3275,-0.1346
0.33,-0.1806
0.3325,-0.1467
0.335,-0.154
0.3375,-0.1733
0.34,-0.1346
0.3425,-0.1056
0.345,-0.1274
0.3475,-0.1612
0.35,-0.1394
0.3525,-0.1225
0.355,-0.1733
0.3575,-0.1322
0.36,-0.1056
0.3625,-0.154
0.365,-0.1685
0.3675,-0.1394
0.37,-0.1394
0.3725,-0.1249
0.375,-0.0766
0.3775,-0.1394
0.38,-0.1491
0.3825,-0.1274
0.385,-0.1008
0.3875,-0.1201
0.39,-0.1491
0.3925,-0.1201
0.395,-0.1249
0.3975,-0.2023
0.4,-0.1153
0.4025,-0.1225
0.405,-0.1225
0.4075,-0.079
0.41,-0.0742
0.4125,-0.1056
0.415,-0.1298
0.4175,-0.0983
0.42,-0.0959
0.4225,-0.1298
0.425,-0.0524
0.4275,-0.0959
0.43,-0.1032
0.4325,-0.0887
0.435,-0.0838
0.4375,-0.0959
0.44,-0.0838
0.4425,-0.0476
0.445,-0.0717
0.4475,-0.1032
0.45,-0.0645
0.4525,-0.0766
0.455,-0.1104
0.4575,-0.0814
0.46,-0.0669
0.4625,-0.0935
0.465,-0.0887
0.4675,-0.0597
0.47,-0.0863
0.4725,-0.079
0.475,-0.0572
0.4775,-0.0669
0.48,-0.1056
0.4825,-0.0838
0.485,-0.079
0.4875,-0.1032
0.49,-0.0983
0.4925,-0.0572
